分类一	分类二	分类三	分类四	词类名	同义词	
通用同义词	集合词#	集合			R7	
通用同义词	集合词#	集合			四S	
通用同义词	集合词#	集合			手机	
通用同义词	集合词#	集合			手机配件	
通用同义词	集合词#	集合			路由器	
通用同义词	集合词#	集合			终端	
通用同义词	集合词#	集合			主板	
针对性同义词*	重点词*	相关名词			蓝牙遥控器	
通用同义词	集合词#	集合			货物	
通用同义词	集合词#	集合			电话机	
通用同义词	集合词#	集合			电话	
通用同义词	集合词#	集合			机器	
通用同义词	集合词#	集合			平板	
通用同义词	集合词#	集合			耳机	
通用同义词	集合词#	集合			平板电脑	
通用同义词	集合词#	集合			智能手表	
通用同义词	集合词#	集合			荣耀手环zero	
通用同义词	集合词#	集合			华为手环b3	
通用同义词	集合词#	集合			华为手环	
通用同义词	集合词#	集合			华为盒子	
通用同义词	集合词#	集合			华为路由q1	
通用同义词	集合词#	集合			huawei watch 2	
通用同义词	集合词#	集合			荣耀路由	
通用同义词	集合词#	集合			ws831	
通用同义词	集合词#	集合			荣耀小k	
通用同义词	集合词#	集合			matebook	
通用同义词	集合词#	集合			子路由	
通用同义词	集合词#	集合			华为揽阅m2平板	
通用同义词	集合词#	集合			华为智能手表	
通用同义词	集合词#	集合			ws832	
通用同义词	集合词#	集合			b2	
通用同义词	集合词#	集合			手表	
通用同义词	集合词#	集合			b315s-936	
通用同义词	集合词#	集合			p8	
通用同义词	集合词#	集合			拍摄视频	
通用同义词	集合词#	集合			电脑	
通用同义词	集合词#	集合			matedock	
通用同义词	集合词#	集合			matedock 2	
通用同义词	集合词#	集合			荣耀路由pro	
通用同义词	集合词#	集合			chm-tl00	
通用同义词	集合词#	集合			高端机	
通用同义词	集合词#	集合			4g网络	
通用同义词	集合词#	集合			手环	
通用同义词	集合词#	集合			荣耀盒子	
通用同义词	集合词#	集合			打印机	
通用同义词	集合词#	集合			荣耀手环	
针对性同义词*	重点词*	配件型号		畅玩手环		
针对性同义词*	重点词*	配件型号			畅玩手环	
针对性同义词*	重点词*	配件型号			af500	
针对性同义词*	重点词*	相关名词		智能手环		
针对性同义词*	重点词*	相关名词			o band	
针对性同义词*	重点词*	相关名词			inwatch ip	
针对性同义词*	重点词*	相关名词			inwatch	
针对性同义词*	重点词*	相关名词			b手环	
针对性同义词*	重点词*	相关名词			inwatchip	
针对性同义词*	重点词*	相关名词			oband	
针对性同义词*	重点词*	相关名词			o-band	
针对性同义词*	重点词*	相关名词			智能手环	
针对性同义词*	重点词*	相关名词			oban	
针对性同义词*	重点词*	其他重点词*		智能手表		
针对性同义词*	重点词*	其他重点词*			电子表	
针对性同义词*	重点词*	其他重点词*			腕表	
针对性同义词*	重点词*	其他重点词*			智能表	
针对性同义词*	重点词*	其他重点词*			智能腕表	
通用同义词	集合词#	集合			儿童手表	
通用同义词	集合词#	集合			b3手环	
通用同义词	集合词#	集合			am10s
通用同义词	集合词#	集合			ap20q 20000mah移动电源
通用同义词	集合词#	集合			荣耀路由pro游戏版
通用同义词	集合词#	集合			立体声蓝牙免提音箱am10
通用同义词	集合词#	集合			a1手环
通用同义词	集合词#	集合			color cube
通用同义词	集合词#	集合			华为小天鹅蓝牙音箱
通用同义词	集合词#	集合			am08
通用同义词	集合词#	集合			am07c
通用同义词	集合词#	集合			am180降噪耳机
通用同义词	集合词#	集合			蓝牙音箱am10
通用同义词	集合词#	集合			ap20q 移动电源 20000mah
通用同义词	集合词#	集合			华为半入耳式耳机am116
通用同义词	集合词#	集合			am07c荣耀小口哨
通用同义词	集合词#	集合			am 61
通用同义词	集合词#	集合			am08/小天鹅蓝牙音箱
通用同义词	集合词#	集合			主动降噪耳机
通用同义词	集合词#	集合			ap20q 20000mah
通用同义词	集合词#	集合			am07c荣耀小口哨耳机
通用同义词	集合词#	集合			华为半入耳式耳机
通用同义词	集合词#	集合			ap20q充电宝 20000mah
通用同义词	集合词#	集合			华为grace耳机
通用同义词	集合词#	集合			ap20q 20000mah充电宝
通用同义词	集合词#	集合			EMUI3.0
通用同义词	集合词#	集合			华为am08
通用同义词	集合词#	集合			荣耀am115
通用同义词	集合词#	集合			降噪耳机am180
通用同义词	集合词#	集合			立体声蓝牙免提音箱
通用同义词	集合词#	集合			半入耳式耳机
通用同义词	集合词#	集合			畅玩手环a1
通用同义词	集合词#	集合			小天鹅蓝牙音箱
通用同义词	集合词#	集合			huawei 小天鹅无线蓝牙音箱
通用同义词	集合词#	集合			荣耀 am115
通用同义词	集合词#	集合			am61
通用同义词	集合词#	集合			am185
通用同义词	集合词#	集合			aw600
通用同义词	集合词#	集合			荣耀畅玩手环a1
通用同义词	集合词#	集合			手环a1
通用同义词	集合词#	集合			am07c荣耀小口哨蓝牙耳机
通用同义词	集合词#	集合			小天鹅音箱
通用同义词	集合词#	集合			华为主动降噪耳机am180
通用同义词	集合词#	集合			ap20q充电宝
通用同义词	集合词#	集合			am115
通用同义词	集合词#	集合			am116
通用同义词	集合词#	集合			am10
通用同义词	集合词#	集合			ap20q 20000mah 移动电源
通用同义词	集合词#	集合			荣耀 am115半入耳式耳机
通用同义词	集合词#	集合			ap20q移动电源
通用同义词	集合词#	集合			ap20q
通用同义词	集合词#	集合			小天鹅
通用同义词	集合词#	集合			a1
通用同义词	集合词#	集合			ap20q 20000mah 充电宝
通用同义词	集合词#	集合			蓝牙耳机am61
通用同义词	集合词#	集合			畅玩a1
通用同义词	集合词#	集合			EMUI2.3
通用同义词	集合词#	集合			am07c蓝牙耳机
通用同义词	集合词#	集合			小天鹅无线蓝牙音箱
通用同义词	集合词#	集合			am07c耳机
通用同义词	集合词#	集合			荣耀手表s1
通用同义词	集合词#	集合			盒子
通用同义词	集合词#	集合			电视机
通用同义词	集合词#	集合			荣耀手环b1
通用同义词	集合词#	集合			荣耀小k(k1-g01)
通用同义词	集合词#	集合			定制机
通用同义词	集合词#	集合			笔记本
通用同义词	集合词#	集合			voice
通用同义词	集合词#	集合			m_321_20
通用同义词	集合词#	集合			穿墙宝
通用同义词	集合词#	集合			母路由
通用同义词	集合词#	集合			m_321
通用同义词	集合词#	集合			荣耀盒子pro
通用同义词	集合词#	集合			合约机
通用同义词	集合词#	集合			talkband b2
通用同义词	集合词#	集合			ss
通用同义词	集合词#	集合			揽胜m2
通用同义词	集合词#	集合			智能手机
通用同义词	集合词#	集合			荣耀magic 5
通用同义词	集合词#	集合			vr眼镜
通用同义词	集合词#	集合			b0-honor
通用同义词	集合词#	集合			v8a
通用同义词	集合词#	集合			ws860s
通用同义词	集合词#	集合			荣耀立方
通用同义词	集合词#	集合			m321-20
通用同义词	集合词#	集合			ping
通用同义词	集合词#	集合			acc-cable
通用同义词	集合词#	集合			mate9魅我
通用同义词	集合词#	集合			m330
通用同义词	集合词#	集合			mate
通用同义词	集合词#	集合			volte
通用同义词	集合词#	集合			m321
通用同义词	集合词#	集合			体脂称
通用同义词	集合词#	集合			matebook x
通用同义词	集合词#	集合			b126sp03
通用同义词	集合词#	集合			小k
通用同义词	集合词#	集合			dav-703l
通用同义词	集合词#	集合			随行wifi pro
通用同义词	集合词#	集合			huawei watch2
通用同义词	集合词#	集合			signal+
通用同义词	集合词#	集合			vr
通用同义词	集合词#	集合			小口哨am07
通用同义词	集合词#	集合			ws318
通用同义词	集合词#	集合			b1
通用同义词	集合词#	集合			e5771h-937
通用同义词	集合词#	集合			matebook e
通用同义词	集合词#	集合			hota	13
通用同义词	集合词#	集合			p6plus	13
